,region,category,parameter,mode,powertrain,year,unit,value
1827,7,2,4,0,1,2023,5,25.0
1828,7,2,2,0,1,2023,5,50.0
1831,7,1,4,3,1,2023,5,1.0
1832,7,1,2,3,1,2023,5,2.79999995231628
1833,7,1,4,1,1,2023,5,7.59999990463257
1834,7,1,2,1,1,2023,5,38.0
1835,7,1,4,4,1,2023,5,3.59999990463257
1836,7,1,2,4,1,2023,5,12.0
1837,7,1,3,1,2,2023,3,760.0
1838,7,1,1,1,2,2023,3,520.0
1841,7,1,3,4,3,2023,3,1700.0
1842,7,1,1,4,2,2023,3,1900.0
1843,7,1,3,4,2,2023,3,2700.0
1847,7,1,1,0,3,2023,3,1300.0
1848,7,1,3,0,2,2023,3,6600.0
1849,7,1,1,0,2,2023,3,1200.0
1852,7,0,4,3,1,2023,5,1.0
1853,7,0,4,1,1,2023,5,7.59999990463257
1854,7,0,2,3,1,2023,5,2.79999995231628
1855,7,0,2,1,1,2023,5,38.0
1856,7,0,4,4,1,2023,5,3.59999990463257
1857,7,0,2,4,1,2023,5,12.0
1858,7,0,4,0,1,2023,5,25.0
1859,7,0,2,0,1,2023,5,50.0
1861,7,0,1,1,2,2023,3,520.0
1862,7,0,3,1,2,2023,3,760.0
1863,7,0,3,3,2,2023,3,10000.0
1864,7,0,1,3,3,2023,3,320.0
1865,7,0,3,3,3,2023,3,1200.0
1866,7,0,1,3,2,2023,3,3400.0
1874,7,1,5,0,1,2023,0,9700.0
1875,7,1,5,3,1,2023,0,5200.0
1876,7,1,5,4,1,2023,0,1200.0
1878,7,1,6,0,1,2023,1,0.028000000864267
1879,7,1,6,3,1,2023,1,0.021999999880791
1880,7,1,6,4,1,2023,1,0.009800000116229
1881,7,1,6,1,1,2023,1,0.310000002384186
1882,7,1,7,0,1,2023,2,1700.0
1883,7,1,7,3,1,2023,2,1300.0
1884,7,1,7,4,1,2023,2,590.0
1886,7,0,6,0,1,2023,1,0.028000000864267
1887,7,0,6,3,1,2023,1,0.021999999880791
1888,7,0,6,4,1,2023,1,0.009800000116229
1889,7,0,6,1,1,2023,1,0.310000002384186
1890,7,0,7,0,1,2023,2,1700.0
1891,7,0,7,3,1,2023,2,1300.0
1892,7,0,7,4,1,2023,2,590.0
1894,7,2,6,0,1,2023,1,0.028000000864267
1895,7,2,6,3,1,2023,1,0.021999999880791
1896,7,2,6,4,1,2023,1,0.009800000116229
1897,7,2,6,1,1,2023,1,0.310000002384186
1898,7,2,7,0,1,2023,2,1700.0
1899,7,2,7,3,1,2023,2,1300.0
1900,7,2,7,4,1,2023,2,590.0
1904,7,0,3,0,2,2023,3,6600.0
1906,7,0,1,0,2,2023,3,1200.0
1910,7,0,1,0,3,2023,3,1300.0
1912,7,0,3,4,3,2023,3,1700.0
1913,7,0,1,4,2,2023,3,1900.0
1914,7,0,3,4,2,2023,3,2700.0
1915,7,1,1,3,3,2023,3,320.0
1916,7,1,3,3,3,2023,3,1200.0
1917,7,1,3,3,2,2023,3,10000.0
1918,7,1,1,3,2,2023,3,3400.0
1923,7,1,4,0,1,2023,5,25.0
1924,7,1,2,0,1,2023,5,50.0
1925,7,0,5,0,1,2023,0,9700.0
1926,7,0,5,3,1,2023,0,5200.0
1927,7,0,5,4,1,2023,0,1200.0
1929,7,2,5,0,1,2023,0,9700.0
1930,7,2,5,3,1,2023,0,5200.0
1931,7,2,5,4,1,2023,0,1200.0
1934,7,2,5,3,1,2025,0,10000.0
1935,7,2,5,4,1,2025,0,2400.0
1937,7,1,2,0,1,2025,5,50.0
1938,7,1,4,0,1,2025,5,32.0
1939,7,1,4,3,1,2025,5,2.0
1940,7,1,2,3,1,2025,5,8.0
1941,7,2,6,0,1,2025,1,0.050000000745058
1942,7,2,6,3,1,2025,1,0.041000001132488
1943,7,2,6,4,1,2025,1,0.018999999389052
1944,7,2,6,1,1,2025,1,0.610000014305115
1945,7,2,7,0,1,2025,2,3000.0
1946,7,2,7,3,1,2025,2,2500.0
1947,7,2,7,4,1,2025,2,1200.0
1949,7,1,6,0,1,2025,1,0.050000000745058
1950,7,1,6,3,1,2025,1,0.03999999910593
1951,7,1,6,4,1,2025,1,0.018999999389052
1952,7,1,6,1,1,2025,1,0.600000023841858
1953,7,1,7,0,1,2025,2,3000.0
1954,7,1,7,3,1,2025,2,2400.0
1955,7,1,7,4,1,2025,2,1100.0
1958,7,1,5,3,1,2025,0,9700.0
1959,7,1,5,4,1,2025,0,2400.0
1962,7,2,1,0,2,2025,3,7000.0
1963,7,2,1,0,3,2025,3,280.0
1965,7,2,1,3,2,2025,3,9000.0
1966,7,2,1,3,3,2025,3,2800.0
1968,7,2,1,4,2,2025,3,9400.0
1971,7,2,1,1,2,2025,3,8000.0
1978,7,2,3,3,3,2025,3,9600.0
1983,7,2,3,1,2,2025,3,8000.0
1986,7,1,1,0,2,2025,3,7000.0
1987,7,1,1,0,3,2025,3,280.0
1989,7,1,1,3,2,2025,3,9900.0
1990,7,1,1,3,3,2025,3,2700.0
1994,7,1,1,4,2,2025,3,8800.0
2004,7,1,3,3,3,2025,3,9500.0
2011,7,1,2,4,1,2025,5,25.0
2012,7,1,4,4,1,2025,5,6.0
2013,7,1,2,1,1,2025,5,49.0
2014,7,1,4,1,1,2025,5,14.0
2017,7,2,2,0,1,2025,5,50.0
2018,7,2,4,0,1,2025,5,32.0
2019,7,2,2,4,1,2025,5,25.0
2020,7,2,2,3,1,2025,5,8.0
2021,7,2,4,4,1,2025,5,6.0
2022,7,2,2,1,1,2025,5,49.0
2023,7,2,4,1,1,2025,5,14.0
2024,7,2,4,3,1,2025,5,2.0
2025,7,2,4,3,1,2030,5,6.0
2026,7,2,4,1,1,2030,5,31.0
2027,7,2,2,1,1,2030,5,68.0
2028,7,2,4,4,1,2030,5,19.0
2029,7,2,2,3,1,2030,5,28.0
2030,7,2,2,4,1,2030,5,47.0
2031,7,2,4,0,1,2030,5,50.0
2032,7,2,2,0,1,2030,5,64.0
2035,7,1,4,1,1,2030,5,31.0
2036,7,1,2,1,1,2030,5,68.0
2037,7,1,4,4,1,2030,5,19.0
2038,7,1,2,4,1,2030,5,47.0
2040,7,1,1,0,2,2030,3,5800.0
2041,7,1,1,0,3,2030,3,590.0
2044,7,1,1,3,3,2030,3,8300.0
2066,7,2,1,0,2,2030,3,5800.0
2067,7,2,1,0,3,2030,3,590.0
2070,7,2,1,3,3,2030,3,8600.0
2091,7,1,5,4,1,2030,0,7700.0
2093,7,1,6,0,1,2030,1,0.072999998927116
2094,7,1,6,3,1,2030,1,0.189999997615814
2095,7,2,6,1,1,2030,1,1.5
2096,7,2,7,0,1,2030,2,4500.0
2097,7,2,7,3,1,2030,2,11000.0
2098,7,2,7,4,1,2030,2,3500.0
2100,7,1,6,4,1,2030,1,0.050999999046326
2101,7,1,6,1,1,2030,1,1.39999997615814
2102,7,1,7,0,1,2030,2,4400.0
2103,7,1,7,3,1,2030,2,12000.0
2104,7,1,7,4,1,2030,2,3000.0
2106,7,2,6,0,1,2030,1,0.075000002980232
2107,7,2,6,3,1,2030,1,0.180000007152557
2108,7,2,6,4,1,2030,1,0.05799999833107
2109,7,1,2,3,1,2030,5,27.0
2111,7,2,5,4,1,2030,0,7700.0
2113,7,1,4,3,1,2030,5,7.0
2114,7,1,4,0,1,2030,5,50.0
2115,7,1,2,0,1,2030,5,64.0
2209,8,0,1,1,0,2015,3,39.0
2210,8,0,1,1,3,2015,3,3.0
2211,8,0,2,1,1,2015,5,0.017000000923872
2212,8,0,2,1,1,2016,5,0.023000000044704
2213,8,0,1,1,3,2016,3,25.0
2214,8,0,1,1,0,2016,3,28.0
2215,8,0,1,1,0,2017,3,92.0
2216,8,0,1,1,3,2017,3,56.0
2217,8,0,2,1,1,2017,5,0.06700000166893
2218,8,0,2,1,1,2018,5,0.239999994635582
2219,8,0,1,1,3,2018,3,320.0
2220,8,0,1,1,0,2018,3,250.0
2221,8,0,1,1,0,2019,3,870.0
2222,8,0,1,1,3,2019,3,450.0
2223,8,0,2,1,1,2019,5,0.550000011920929
2224,8,0,2,1,1,2020,5,0.569999992847443
2225,8,0,1,1,3,2020,3,470.0
2226,8,0,1,1,0,2020,3,480.0
2227,8,0,1,1,0,2021,3,840.0
2228,8,0,1,1,3,2021,3,1700.0
2229,8,0,2,1,1,2021,5,1.20000004768372
2230,8,0,2,1,1,2022,5,2.0
2231,8,0,1,1,3,2022,3,2400.0
2232,8,0,1,1,0,2022,3,1900.0
2233,8,0,1,1,0,2023,3,3600.0
2234,8,0,1,1,3,2023,3,2500.0
2235,8,0,2,1,1,2023,5,3.90000009536743
2236,9,0,1,1,0,2015,3,4.0
2237,9,0,2,1,1,2015,5,0.009600000455976
2238,9,0,3,1,0,2015,3,140.0
2239,9,0,3,1,0,2016,3,160.0
2240,9,0,2,1,1,2016,5,0.025000000372529
2241,9,0,1,1,0,2016,3,12.0
2242,9,0,1,1,0,2017,3,25.0
2243,9,0,2,1,1,2017,5,0.059999998658896
2244,9,0,3,1,0,2017,3,180.0
2245,9,0,3,1,0,2018,3,380.0
2246,9,0,2,1,1,2018,5,0.589999973773956
2247,9,0,1,1,0,2018,3,200.0
2248,9,0,1,1,0,2019,3,460.0
2249,9,0,2,1,1,2019,5,1.5
2250,9,0,3,1,0,2019,3,840.0
2251,9,0,3,1,0,2020,3,1500.0
2252,9,0,2,1,1,2020,5,2.70000004768372
2253,9,0,1,1,0,2020,3,630.0
2254,9,0,1,1,0,2021,3,1000.0
2255,9,0,2,1,1,2021,5,3.90000009536743
2256,9,0,3,1,0,2021,3,2500.0
2257,9,0,3,1,0,2022,3,4100.0
2258,9,0,2,1,1,2022,5,5.5
2259,9,0,1,1,0,2022,3,1600.0
2260,9,0,1,1,0,2023,3,4900.0
2261,9,0,2,1,1,2023,5,12.0
2262,9,0,3,1,0,2023,3,9000.0
2263,10,0,2,1,1,2019,5,0.409999996423721
2264,10,0,1,1,0,2019,3,190.0
2265,10,0,1,1,3,2019,3,67.0
2266,10,0,1,1,3,2020,3,140.0
2267,10,0,1,1,0,2020,3,530.0
2268,10,0,2,1,1,2020,5,1.89999997615814
2269,10,0,2,1,1,2021,5,3.79999995231628
2270,10,0,1,1,0,2021,3,1400.0
2271,10,0,1,1,3,2021,3,400.0
2272,10,0,1,1,3,2022,3,840.0
2273,10,0,1,1,0,2022,3,1400.0
2274,10,0,2,1,1,2022,5,5.0
2275,10,0,2,1,1,2023,5,4.59999990463257
2276,10,0,1,1,0,2023,3,1600.0
2277,10,0,1,1,3,2023,3,990.0
2278,11,0,1,1,0,2019,3,23.0
2279,11,0,2,1,1,2019,5,0.189999997615814
2280,11,0,2,1,1,2020,5,1.39999997615814
2281,11,0,1,1,0,2020,3,42.0
2282,11,0,1,1,3,2020,3,83.0
2283,11,0,1,1,3,2021,3,98.0
2284,11,0,1,1,0,2021,3,84.0
2285,11,0,2,1,1,2021,5,1.70000004768372
2286,11,0,2,1,1,2022,5,5.40000009536743
2287,11,0,1,1,0,2022,3,400.0
2288,11,0,1,1,3,2022,3,230.0
2289,11,0,1,1,3,2023,3,510.0
2290,11,0,1,1,0,2023,3,790.0
2291,11,0,2,1,1,2023,5,8.80000019073486
2292,12,0,2,1,1,2015,5,0.129999995231628
2293,12,0,1,1,0,2015,3,300.0
2294,12,0,1,1,0,2016,3,200.0
2295,12,0,2,1,1,2016,5,0.079999998211861
2296,12,0,2,1,1,2017,5,0.140000000596046
2297,12,0,1,1,0,2017,3,390.0
2298,12,0,1,1,0,2018,3,700.0
2299,12,0,1,1,3,2018,3,280.0
2300,12,0,2,1,1,2018,5,0.379999995231628
2301,12,0,2,1,1,2019,5,0.490000009536743
2302,12,0,1,1,3,2019,3,470.0
2303,12,0,1,1,0,2019,3,760.0
2304,12,0,1,1,0,2020,3,3300.0
2305,12,0,1,1,3,2020,3,2000.0
2306,12,0,2,1,1,2020,5,2.5
2307,12,0,2,1,1,2021,5,3.09999990463257
2308,12,0,1,1,3,2021,3,3700.0
2309,12,0,1,1,0,2021,3,2700.0
2310,12,0,1,1,0,2022,3,3900.0
2311,12,0,1,1,3,2022,3,3600.0
2312,12,0,2,1,1,2022,5,3.90000009536743
2313,12,0,2,1,1,2023,5,5.40000009536743
2314,12,0,1,1,3,2023,3,5300.0
2315,12,0,1,1,0,2023,3,6700.0
2316,13,0,4,1,1,2010,5,0.003700000001118
2317,13,0,4,3,1,2010,5,0.019999999552965
2318,13,0,2,3,1,2010,5,0.140000000596046
2319,13,0,2,4,1,2010,5,0.037000000476837
2320,13,0,4,4,1,2010,5,0.001399999950081
2321,13,0,1,3,0,2010,3,4.0
2322,13,0,3,3,0,2010,3,9.0
2323,13,0,3,1,0,2010,3,59.0
2324,13,0,3,1,3,2010,3,20.0
2325,13,0,1,4,0,2010,3,6.0
2326,13,0,3,4,0,2010,3,6.0
2327,13,0,3,4,0,2011,3,29.0
2328,13,0,1,4,0,2011,3,23.0
2329,13,0,3,1,3,2011,3,20.0
2330,13,0,3,1,0,2011,3,480.0
2331,13,0,1,1,0,2011,3,420.0
2332,13,0,1,0,0,2011,3,1.0
2333,13,0,3,0,0,2011,3,1.0
2334,13,0,1,1,3,2011,3,2.0
2335,13,0,3,3,0,2011,3,10.0
2336,13,0,4,4,1,2011,5,0.006800000090152
2337,13,0,2,4,1,2011,5,0.097000002861023
2338,13,0,4,0,1,2011,5,0.010999999940395
2339,13,0,2,0,1,2011,5,0.119999997317791
2340,13,0,4,3,1,2011,5,0.023000000044704
2341,13,0,4,1,1,2011,5,0.023000000044704
2342,13,0,2,1,1,2011,5,0.25
2343,13,0,2,1,1,2012,5,0.28999999165535
2344,13,0,4,1,1,2012,5,0.056000001728535
2345,13,0,4,3,1,2012,5,0.024000000208616
2346,13,0,2,3,1,2012,5,0.027000000700355
2347,13,0,2,0,1,2012,5,0.129999995231628
2348,13,0,4,0,1,2012,5,0.023000000044704
2349,13,0,2,4,1,2012,5,0.560000002384186
2350,13,0,4,4,1,2012,5,0.054999999701977
2351,13,0,3,3,0,2012,3,10.0
2352,13,0,1,3,0,2012,3,1.0
2353,13,0,1,1,3,2012,3,12.0
2354,13,0,3,0,0,2012,3,2.0
2355,13,0,1,0,0,2012,3,1.0
2356,13,0,1,1,0,2012,3,490.0
2357,13,0,3,1,0,2012,3,1200.0
2358,13,0,3,1,3,2012,3,14.0
2359,13,0,1,4,0,2012,3,130.0
2360,13,0,3,4,0,2012,3,220.0
2361,13,0,1,4,3,2012,3,8.0
2362,13,0,3,4,3,2012,3,9.0
2363,13,0,0,2,4,2012,4,3.0
2364,13,0,0,2,5,2012,4,900.0
2365,13,0,0,2,4,2013,4,56.0
2366,13,0,0,2,5,2013,4,990.0
2367,13,0,3,4,3,2013,3,12.0
2368,13,0,1,4,3,2013,3,2.0
2369,13,0,3,4,0,2013,3,310.0
2370,13,0,1,4,0,2013,3,100.0
2371,13,0,3,1,3,2013,3,14.0
2372,13,0,3,1,0,2013,3,1500.0
2373,13,0,1,1,0,2013,3,500.0
2374,13,0,1,1,2,2013,3,15.0
2375,13,0,1,0,0,2013,3,2.0
2376,13,0,3,0,0,2013,3,4.0
2377,13,0,1,1,3,2013,3,10.0
2378,13,0,1,3,0,2013,3,1.0
2379,13,0,3,3,0,2013,3,11.0
2380,13,0,4,4,1,2013,5,0.079999998211861
2381,13,0,2,4,1,2013,5,0.439999997615814
2382,13,0,4,0,1,2013,5,0.048000000417233
2383,13,0,2,0,1,2013,5,0.270000010728836
2384,13,0,2,3,1,2013,5,0.016000000759959
2385,13,0,4,3,1,2013,5,0.027000000700355
2386,13,0,4,1,1,2013,5,0.068000003695488
2387,13,0,2,1,1,2013,5,0.280000001192093
2388,13,0,2,1,1,2014,5,0.899999976158142
2389,13,0,4,1,1,2014,5,0.129999995231628
2390,13,0,4,4,1,2014,5,0.092000000178814
2391,13,0,4,3,1,2014,5,0.027000000700355
2392,13,0,4,0,1,2014,5,0.046999998390675
2393,13,0,2,4,1,2014,5,0.170000001788139
2394,13,0,3,3,0,2014,3,11.0
2395,13,0,1,1,3,2014,3,90.0
2396,13,0,3,0,0,2014,3,4.0
2397,13,0,1,1,2,2014,3,1.0
2398,13,0,1,1,0,2014,3,1600.0
2399,13,0,3,1,0,2014,3,2900.0
2400,13,0,3,1,3,2014,3,100.0
2401,13,0,1,4,0,2014,3,47.0
2402,13,0,3,4,0,2014,3,350.0
2403,13,0,1,4,3,2014,3,2.0
2404,13,0,3,4,3,2014,3,14.0
2405,13,0,0,2,4,2014,4,120.0
2406,13,0,0,2,5,2014,4,1600.0
2407,13,0,0,2,4,2015,4,270.0
2408,13,0,0,2,5,2015,4,2100.0
2409,13,0,3,4,3,2015,3,100.0
2410,13,0,1,4,3,2015,3,85.0
2411,13,0,3,4,0,2015,3,590.0
2412,13,0,1,4,0,2015,3,260.0
2413,13,0,3,1,3,2015,3,570.0
2414,13,0,3,1,0,2015,3,7900.0
2415,13,0,1,1,0,2015,3,4300.0
2416,13,0,1,1,2,2015,3,38.0
2417,13,0,3,1,2,2015,3,37.0
2418,13,0,3,0,0,2015,3,4.0
2419,13,0,1,1,3,2015,3,420.0
2420,13,0,3,3,0,2015,3,11.0
2421,13,0,2,4,1,2015,5,1.10000002384186
2422,13,0,4,0,1,2015,5,0.046999998390675
2423,13,0,4,3,1,2015,5,0.027000000700355
2424,13,0,4,4,1,2015,5,0.170000001788139
2425,13,0,4,1,1,2015,5,0.349999994039536
2426,13,0,2,1,1,2015,5,2.29999995231628
2427,13,0,2,1,1,2016,5,0.850000023841858
2428,13,0,4,1,1,2016,5,0.400000005960465
2429,13,0,4,4,1,2016,5,0.200000002980232
2430,13,0,4,3,1,2016,5,0.018999999389052
2431,13,0,4,0,1,2016,5,0.070000000298023
2432,13,0,2,4,1,2016,5,0.379999995231628
2433,13,0,2,0,1,2016,5,0.300000011920929
2434,13,0,3,3,0,2016,3,8.0
2435,13,0,1,1,3,2016,3,570.0
2436,13,0,3,0,0,2016,3,6.0
2437,13,0,1,0,0,2016,3,3.0
2438,13,0,3,1,2,2016,3,68.0
2439,13,0,1,1,2,2016,3,14.0
2440,13,0,1,1,0,2016,3,1300.0
2441,13,0,3,1,0,2016,3,8700.0
2442,13,0,3,1,3,2016,3,1100.0
2443,13,0,1,4,0,2016,3,57.0
2444,13,0,3,4,0,2016,3,620.0
2445,13,0,1,4,3,2016,3,81.0
2446,13,0,3,4,3,2016,3,180.0
2447,13,0,0,2,4,2016,4,310.0
2448,13,0,0,2,5,2016,4,4200.0
2449,13,0,0,2,4,2017,4,370.0
2450,13,0,0,2,5,2017,4,4200.0
2451,13,0,3,4,3,2017,3,200.0
2452,13,0,1,4,3,2017,3,24.0
2453,13,0,3,4,0,2017,3,510.0
2454,13,0,1,4,0,2017,3,70.0
2455,13,0,3,1,3,2017,3,1800.0
2456,13,0,3,1,0,2017,3,8800.0
2457,13,0,1,1,0,2017,3,710.0
2458,13,0,1,1,2,2017,3,15.0
2459,13,0,3,1,2,2017,3,83.0
2460,13,0,3,0,0,2017,3,6.0
2461,13,0,1,1,3,2017,3,620.0
2462,13,0,3,3,0,2017,3,8.0
2463,13,0,1,3,0,2017,3,1.0
2464,13,0,2,4,1,2017,5,0.259999990463257
2465,13,0,4,0,1,2017,5,0.071000002324581
2466,13,0,4,3,1,2017,5,0.017000000923872
2467,13,0,2,3,1,2017,5,0.014000000432134
2468,13,0,4,4,1,2017,5,0.180000007152557
2469,13,0,4,1,1,2017,5,0.419999986886978
2470,13,0,2,1,1,2017,5,0.600000023841858
2471,13,0,2,1,1,2018,5,2.09999990463257
2472,13,0,4,1,1,2018,5,0.589999973773956
2473,13,0,4,4,1,2018,5,0.230000004172325
2474,13,0,2,3,1,2018,5,0.043000001460314
2475,13,0,4,3,1,2018,5,0.017000000923872
2476,13,0,4,0,1,2018,5,0.065999999642372
2477,13,0,2,4,1,2018,5,0.75
2478,13,0,2,0,1,2018,5,0.150000005960464
2479,13,0,1,3,0,2018,3,3.0
2480,13,0,3,3,0,2018,3,8.0
2481,13,0,1,1,3,2018,3,3100.0
2482,13,0,3,0,0,2018,3,8.0
2483,13,0,1,0,0,2018,3,2.0
2484,13,0,3,1,2,2018,3,88.0
2485,13,0,1,1,2,2018,3,5.0
2486,13,0,1,1,0,2018,3,1500.0
2487,13,0,3,1,0,2018,3,10000.0
2488,13,0,3,1,3,2018,3,5200.0
2489,13,0,1,4,0,2018,3,220.0
2490,13,0,3,4,0,2018,3,670.0
2491,13,0,1,4,3,2018,3,31.0
2492,13,0,3,4,3,2018,3,230.0
2493,13,0,0,2,4,2018,4,390.0
2494,13,0,0,2,5,2018,4,4300.0
2495,13,0,0,2,4,2019,4,450.0
2496,13,0,0,2,5,2019,4,4500.0
2497,13,0,1,4,3,2019,3,34.0
2498,13,0,3,4,0,2019,3,900.0
2499,13,0,1,4,0,2019,3,270.0
2500,13,0,3,1,3,2019,3,9900.0
2501,13,0,3,4,3,2019,3,260.0
2503,13,0,1,1,0,2019,3,5500.0
2504,13,0,1,1,2,2019,3,8.0
2505,13,0,3,1,2,2019,3,100.0
2506,13,0,1,0,0,2019,3,100.0
2507,13,0,3,0,0,2019,3,83.0
2508,13,0,1,1,3,2019,3,3900.0
2509,13,0,3,3,0,2019,3,13.0
2510,13,0,1,3,2,2019,3,1.0
2511,13,0,1,3,0,2019,3,3.0
2512,13,0,1,0,3,2019,3,17.0
2513,13,0,3,0,3,2019,3,24.0
2514,13,0,2,0,1,2019,5,7.69999980926514
2515,13,0,2,4,1,2019,5,0.910000026226044
2516,13,0,4,0,1,2019,5,0.889999985694885
2517,13,0,4,3,1,2019,5,0.027000000700355
2518,13,0,2,3,1,2019,5,0.043999999761582
2519,13,0,4,4,1,2019,5,0.310000002384186
2520,13,0,4,1,1,2019,5,0.959999978542328
2521,13,0,2,1,1,2019,5,4.19999980926514
2522,13,0,2,1,1,2020,5,16.0
2523,13,0,4,1,1,2020,5,2.29999995231628
2524,13,0,4,4,1,2020,5,0.469999998807907
2525,13,0,2,3,1,2020,5,0.560000002384186
2526,13,0,4,3,1,2020,5,0.05799999833107
2527,13,0,4,0,1,2020,5,0.939999997615814
2528,13,0,2,4,1,2020,5,2.5
2529,13,0,2,0,1,2020,5,2.90000009536743
2530,13,0,1,3,0,2020,3,28.0
2531,13,0,1,0,2,2020,3,3.0
2532,13,0,3,0,2,2020,3,3.0
2533,13,0,1,3,2,2020,3,1.0
2534,13,0,3,3,0,2020,3,28.0
2536,13,0,3,0,0,2020,3,88.0
2537,13,0,1,0,0,2020,3,6.0
2538,13,0,3,1,2,2020,3,150.0
2539,13,0,1,1,2,2020,3,45.0
2542,13,0,3,4,3,2020,3,430.0
2544,13,0,1,4,0,2020,3,620.0
2545,13,0,3,4,0,2020,3,1300.0
2546,13,0,1,4,3,2020,3,160.0
2547,13,0,3,0,3,2020,3,23.0
2548,13,0,3,4,2,2020,3,1.0
2549,13,0,0,2,4,2020,4,560.0
2550,13,0,0,2,5,2020,4,5400.0
2551,13,0,0,2,4,2021,4,240.0
2552,13,0,0,2,5,2021,4,7000.0
2553,13,0,3,4,2,2021,3,3.0
2554,13,0,3,0,3,2021,3,24.0
2555,13,0,1,4,2,2021,3,2.0
2556,13,0,1,4,3,2021,3,320.0
2557,13,0,3,4,0,2021,3,2600.0
2558,13,0,1,4,0,2021,3,1500.0
2560,13,0,3,4,3,2021,3,780.0
2563,13,0,1,1,2,2021,3,78.0
2564,13,0,3,1,2,2021,3,230.0
2565,13,0,1,0,0,2021,3,220.0
2566,13,0,3,0,0,2021,3,310.0
2568,13,0,3,3,0,2021,3,56.0
2569,13,0,1,3,2,2021,3,1.0
2570,13,0,3,0,2,2021,3,4.0
2571,13,0,1,3,0,2021,3,50.0
2572,13,0,2,0,1,2021,5,18.0
2573,13,0,2,4,1,2021,5,5.69999980926514
2574,13,0,4,0,1,2021,5,3.0
2575,13,0,4,3,1,2021,5,0.109999999403954
2576,13,0,2,3,1,2021,5,0.819999992847443
2577,13,0,4,4,1,2021,5,0.920000016689301
2578,13,0,4,1,1,2021,5,5.19999980926514
2579,13,0,2,1,1,2021,5,35.0
2580,13,0,2,1,1,2022,5,39.0
2581,13,0,4,1,1,2022,5,7.80000019073486
2582,13,0,4,4,1,2022,5,1.5
2583,13,0,2,3,1,2022,5,2.09999990463257
2584,13,0,4,3,1,2022,5,0.200000002980232
2585,13,0,4,0,1,2022,5,6.5
2586,13,0,2,4,1,2022,5,8.69999980926514
2587,13,0,2,0,1,2022,5,34.0
2588,13,0,1,3,0,2022,3,100.0
2589,13,0,3,0,2,2022,3,4.0
2591,13,0,3,3,0,2022,3,99.0
2593,13,0,3,0,0,2022,3,700.0
2594,13,0,1,0,0,2022,3,400.0
2595,13,0,3,1,2,2022,3,230.0
2596,13,0,1,1,2,2022,3,6.0
2599,13,0,3,4,3,2022,3,1200.0
2600,13,0,1,4,0,2022,3,1900.0
2601,13,0,3,4,0,2022,3,4400.0
2602,13,0,1,4,3,2022,3,370.0
2603,13,0,3,0,3,2022,3,26.0
2604,13,0,3,4,2,2022,3,2.0
2605,13,0,0,2,4,2022,4,1200.0
2606,13,0,0,2,5,2022,4,8300.0
2607,13,0,0,2,4,2023,4,3000.0
2609,13,0,3,4,2,2023,3,2.0
2610,13,0,3,0,3,2023,3,17.0
2611,13,0,1,4,3,2023,3,370.0
2612,13,0,3,4,0,2023,3,7300.0
2613,13,0,1,4,0,2023,3,2900.0
2614,13,0,3,4,3,2023,3,1500.0
2617,13,0,1,1,2,2023,3,1.0
2618,13,0,3,1,2,2023,3,230.0
2619,13,0,1,0,0,2023,3,200.0
2620,13,0,3,0,0,2023,3,920.0
2622,13,0,3,3,0,2023,3,460.0
2623,13,0,3,3,2,2023,3,3.0
2625,13,0,3,0,2,2023,3,3.0
2626,13,0,1,3,0,2023,3,320.0
2627,13,0,2,0,1,2023,5,19.0
2628,13,0,2,4,1,2023,5,13.0
2629,13,0,4,0,1,2023,5,8.5
2630,13,0,4,3,1,2023,5,0.980000019073486
2631,13,0,2,3,1,2023,5,5.5
2632,13,0,4,4,1,2023,5,2.40000009536743
2633,13,0,4,1,1,2023,5,11.0
2634,13,0,2,1,1,2023,5,46.0
2635,15,0,2,1,1,2015,5,0.159999996423721
2636,15,0,1,1,0,2015,3,34.0
2637,15,0,1,1,0,2016,3,35.0
2638,15,0,2,1,1,2016,5,0.150000005960464
2639,15,0,2,1,1,2017,5,0.180000007152557
2640,15,0,1,1,0,2017,3,26.0
2641,15,0,1,1,3,2017,3,20.0
2642,15,0,1,1,3,2018,3,33.0
2643,15,0,1,1,0,2018,3,85.0
2644,15,0,2,1,1,2018,5,0.46000000834465
2645,15,0,2,1,1,2019,5,0.360000014305115
2646,15,0,1,1,0,2019,3,80.0
2647,15,0,1,1,3,2019,3,17.0
2648,15,0,1,1,3,2020,3,75.0
2649,15,0,1,1,0,2020,3,340.0
2650,15,0,2,1,1,2020,5,1.79999995231628
2651,15,0,2,1,1,2021,5,3.20000004768372
2652,15,0,1,1,0,2021,3,480.0
2653,15,0,1,1,3,2021,3,240.0
2654,15,0,1,1,3,2022,3,430.0
2655,15,0,1,1,0,2022,3,730.0
2656,15,0,2,1,1,2022,5,5.40000009536743
2657,15,0,2,1,1,2023,5,8.80000019073486
2658,15,0,1,1,0,2023,3,1400.0
2659,15,0,1,1,3,2023,3,560.0
2660,14,0,2,0,1,2010,5,0.400000005960465
2661,14,0,1,1,0,2010,3,1100.0
2662,14,0,3,1,0,2010,3,4900.0
2663,14,0,1,1,2,2010,3,16.0
2664,14,0,3,1,2,2010,3,20.0
2665,14,0,1,1,3,2010,3,91.0
2666,14,0,4,3,1,2010,5,0.002199999988079
2667,14,0,1,0,0,2010,3,130.0
2668,14,0,3,0,0,2010,3,1900.0
