,region,category,parameter,mode,powertrain,year,unit,value
672,3,0,4,0,1,2022,5,0.170000001788139
673,3,0,2,4,1,2022,5,0.129999995231628
674,3,0,4,4,1,2022,5,0.01799999922514
675,3,0,2,1,1,2022,5,1.20000004768372
676,3,0,4,1,1,2022,5,0.089000001549721
677,3,0,4,3,1,2022,5,0.046999998390675
678,3,0,2,3,1,2022,5,0.550000011920929
679,3,0,0,2,4,2022,4,4.90000009536743
680,3,0,0,2,5,2022,4,3000.0
681,3,0,0,2,4,2023,4,4.90000009536743
682,3,0,0,2,5,2023,4,3800.0
683,3,0,2,3,1,2023,5,0.560000002384186
684,3,0,4,3,1,2023,5,0.079000003635883
685,3,0,4,1,1,2023,5,0.209999993443489
686,3,0,2,1,1,2023,5,3.0
687,3,0,4,4,1,2023,5,0.021999999880791
688,3,0,2,4,1,2023,5,0.159999996423721
689,3,0,4,0,1,2023,5,0.209999993443489
690,3,0,2,0,1,2023,5,0.5
693,3,0,3,4,0,2023,3,1500.0
694,3,0,3,1,2,2023,3,3.0
696,3,0,3,3,0,2023,3,1900.0
698,3,0,1,4,0,2023,3,690.0
699,3,0,3,0,2,2023,3,3.0
700,3,0,1,3,0,2023,3,810.0
701,3,0,3,0,0,2023,3,1200.0
702,3,0,1,0,0,2023,3,200.0
703,4,0,2,1,1,2015,5,0.090000003576279
704,4,0,1,1,0,2015,3,21.0
705,4,0,1,1,0,2016,3,5.0
706,4,0,1,1,3,2016,3,8.0
707,4,0,2,1,1,2016,5,0.050000000745058
708,4,0,2,1,1,2017,5,0.340000003576279
709,4,0,1,1,3,2017,3,38.0
710,4,0,1,1,0,2017,3,68.0
711,4,0,1,1,0,2018,3,190.0
712,4,0,1,1,3,2018,3,26.0
713,4,0,2,1,1,2018,5,0.639999985694885
714,4,0,2,1,1,2019,5,0.670000016689301
715,4,0,1,1,3,2019,3,56.0
716,4,0,1,1,0,2019,3,180.0
717,4,0,1,1,0,2020,3,140.0
718,4,0,1,1,3,2020,3,41.0
719,4,0,1,1,3,2021,3,120.0
720,4,0,1,1,0,2021,3,430.0
721,4,0,2,1,1,2021,5,2.20000004768372
722,4,0,2,1,1,2022,5,4.0
723,4,0,1,1,0,2022,3,1000.0
724,4,0,1,1,3,2022,3,140.0
725,4,0,1,1,3,2023,3,360.0
726,4,0,1,1,0,2023,3,1800.0
727,4,0,2,1,1,2023,5,5.80000019073486
728,5,0,2,3,1,2010,5,0.00109999999404
729,5,0,3,1,2,2010,3,5.0
730,5,0,1,3,0,2010,3,1.0
731,5,0,1,3,0,2011,3,2.0
732,5,0,3,1,3,2011,3,300.0
733,5,0,3,3,0,2011,3,2.0
734,5,0,1,1,3,2011,3,300.0
735,5,0,2,1,1,2011,5,0.041000001132488
736,5,0,4,1,1,2011,5,0.00289999996312
737,5,0,4,3,1,2011,5,0.000209999998333
738,5,0,3,1,2,2011,3,5.0
739,5,0,1,1,0,2011,3,220.0
740,5,0,3,1,0,2011,3,250.0
741,5,0,2,3,1,2011,5,0.00179999996908
742,5,0,2,3,1,2012,5,0.002700000070035
743,5,0,3,1,0,2012,3,830.0
744,5,0,1,1,0,2012,3,620.0
745,5,0,3,1,2,2012,3,5.0
746,5,0,4,3,1,2012,5,0.000479999987874
747,5,0,4,1,1,2012,5,0.013000000268221
748,5,0,2,1,1,2012,5,0.140000000596046
749,5,0,0,2,4,2012,4,2.0
750,5,0,0,2,5,2012,4,720.0
751,5,0,1,1,3,2012,3,1300.0
752,5,0,3,3,0,2012,3,5.0
753,5,0,3,1,3,2012,3,1600.0
754,5,0,1,3,0,2012,3,3.0
755,5,0,1,3,0,2013,3,8.0
756,5,0,3,1,3,2013,3,3100.0
757,5,0,3,3,0,2013,3,13.0
758,5,0,1,1,3,2013,3,1500.0
759,5,0,0,2,4,2013,4,7.0
760,5,0,0,2,5,2013,4,1200.0
761,5,0,2,1,1,2013,5,0.219999998807907
762,5,0,4,1,1,2013,5,0.027000000700355
763,5,0,4,3,1,2013,5,0.001200000056997
764,5,0,3,1,2,2013,3,5.0
765,5,0,1,1,0,2013,3,1600.0
766,5,0,3,1,0,2013,3,2400.0
767,5,0,2,3,1,2013,5,0.007400000002235
768,5,0,2,3,1,2014,5,0.004900000058115
769,5,0,3,1,0,2014,3,5400.0
770,5,0,1,1,0,2014,3,2800.0
771,5,0,3,1,2,2014,3,5.0
772,5,0,4,3,1,2014,5,0.001599999959581
773,5,0,4,1,1,2014,5,0.052999999374151
774,5,0,2,1,1,2014,5,0.349999994039536
775,5,0,0,2,4,2014,4,55.0
776,5,0,0,2,5,2014,4,2300.0
777,5,0,1,1,3,2014,3,2300.0
778,5,0,3,3,0,2014,3,19.0
779,5,0,3,1,3,2014,3,5300.0
780,5,0,1,3,0,2014,3,6.0
781,5,0,1,3,0,2015,3,9.0
782,5,0,3,1,3,2015,3,7700.0
783,5,0,3,3,0,2015,3,28.0
784,5,0,1,1,3,2015,3,2400.0
785,5,0,0,2,4,2015,4,63.0
786,5,0,0,2,5,2015,4,3400.0
787,5,0,2,1,1,2015,5,0.449999988079071
788,5,0,4,1,1,2015,5,0.083999998867512
789,5,0,4,3,1,2015,5,0.002099999925122
790,5,0,2,4,1,2015,5,0.002400000113994
791,5,0,4,4,1,2015,5,0.000209999998333
792,5,0,3,1,2,2015,3,5.0
793,5,0,1,1,0,2015,3,4400.0
794,5,0,3,4,0,2015,3,1.0
795,5,0,1,4,3,2015,3,5.0
796,5,0,1,4,0,2015,3,1.0
797,5,0,1,4,2,2015,3,9.0
798,5,0,3,4,2,2015,3,9.0
799,5,0,3,1,0,2015,3,9900.0
800,5,0,3,4,3,2015,3,5.0
801,5,0,2,3,1,2015,5,0.007499999832362
802,5,0,3,4,3,2016,3,5.0
804,5,0,3,4,2,2016,3,9.0
805,5,0,3,4,0,2016,3,1.0
806,5,0,1,1,0,2016,3,5200.0
807,5,0,3,1,2,2016,3,5.0
808,5,0,1,0,0,2016,3,5.0
809,5,0,4,4,1,2016,5,0.000199999994948
810,5,0,2,0,1,2016,5,0.119999997317791
811,5,0,4,3,1,2016,5,0.002000000094995
812,5,0,4,1,1,2016,5,0.129999995231628
813,5,0,2,1,1,2016,5,0.759999990463257
814,5,0,0,2,4,2016,4,140.0
815,5,0,0,2,5,2016,4,3900.0
816,5,0,1,1,3,2016,3,6400.0
817,5,0,3,3,0,2016,3,28.0
820,5,0,3,3,0,2017,3,28.0
821,5,0,1,1,3,2017,3,8000.0
822,5,0,0,2,4,2017,4,670.0
823,5,0,0,2,5,2017,4,5200.0
824,5,0,2,1,1,2017,5,1.0
825,5,0,4,1,1,2017,5,0.209999993443489
826,5,0,4,3,1,2017,5,0.001900000032038
827,5,0,2,0,1,2017,5,0.25
828,5,0,4,4,1,2017,5,0.000190000006114
829,5,0,1,0,0,2017,3,11.0
830,5,0,3,1,2,2017,3,5.0
831,5,0,1,1,0,2017,3,8700.0
832,5,0,3,4,0,2017,3,1.0
833,5,0,3,4,2,2017,3,9.0
835,5,0,3,4,3,2017,3,5.0
836,5,0,3,4,3,2018,3,5.0
838,5,0,3,4,2,2018,3,9.0
839,5,0,3,0,0,2018,3,19.0
840,5,0,3,4,0,2018,3,1.0
842,5,0,1,0,0,2018,3,19.0
843,5,0,4,4,1,2018,5,0.000180000002729
844,5,0,2,0,1,2018,5,0.439999997615814
845,5,0,4,0,1,2018,5,0.028999999165535
846,5,0,4,3,1,2018,5,0.002300000051036
847,5,0,4,1,1,2018,5,0.379999995231628
848,5,0,2,1,1,2018,5,2.79999995231628
849,5,0,0,2,4,2018,4,840.0
850,5,0,0,2,5,2018,4,7100.0
852,5,0,3,3,0,2018,3,35.0
853,5,0,3,1,2,2018,3,5.0
855,5,0,1,3,0,2018,3,7.0
856,5,0,2,3,1,2018,5,0.005599999800324
858,5,0,3,1,2,2019,3,96.0
859,5,0,3,3,0,2019,3,35.0
861,5,0,0,2,4,2019,4,980.0
862,5,0,0,2,5,2019,4,8000.0
863,5,0,2,1,1,2019,5,3.40000009536743
864,5,0,4,1,1,2019,5,0.589999973773956
865,5,0,4,4,1,2019,5,0.000169999999343
866,5,0,4,3,1,2019,5,0.002099999925122
867,5,0,4,0,1,2019,5,0.100000001490116
868,5,0,2,0,1,2019,5,1.20000004768372
869,5,0,1,0,0,2019,3,49.0
871,5,0,3,4,0,2019,3,1.0
872,5,0,3,0,0,2019,3,68.0
873,5,0,3,4,2,2019,3,9.0
875,5,0,3,4,3,2019,3,5.0
876,5,0,1,1,2,2019,3,79.0
877,5,0,1,1,2,2020,3,16.0
879,5,0,3,4,2,2020,3,16.0
880,5,0,3,0,0,2020,3,270.0
881,5,0,1,4,0,2020,3,1600.0
882,5,0,1,4,3,2020,3,1400.0
884,5,0,1,0,0,2020,3,63.0
885,5,0,2,0,1,2020,5,2.29999995231628
886,5,0,4,0,1,2020,5,0.370000004768372
887,5,0,4,3,1,2020,5,0.000199999994948
888,5,0,4,1,1,2020,5,0.829999983310699
889,5,0,2,1,1,2020,5,4.19999980926514
890,5,0,2,4,1,2020,5,1.39999997615814
891,5,0,0,2,4,2020,4,2300.0
892,5,0,0,2,5,2020,4,11000.0
894,5,0,3,3,0,2020,3,4.80000019073486
895,5,0,3,1,2,2020,3,130.0
897,5,0,1,3,2,2020,3,7.0
898,5,0,1,3,2,2021,3,28.0
900,5,0,1,3,0,2021,3,20.0
901,5,0,3,1,2,2021,3,250.0
902,5,0,3,3,0,2021,3,22.0
904,5,0,0,2,4,2021,4,3100.0
905,5,0,0,2,5,2021,4,12000.0
906,5,0,2,4,1,2021,5,1.79999995231628
907,5,0,2,1,1,2021,5,6.40000009536743
908,5,0,4,1,1,2021,5,1.20000004768372
909,5,0,4,3,1,2021,5,0.000839999993332
910,5,0,4,0,1,2021,5,0.600000023841858
911,5,0,2,0,1,2021,5,6.0
912,5,0,1,0,0,2021,3,250.0
914,5,0,1,4,3,2021,3,2600.0
915,5,0,1,4,0,2021,3,2600.0
916,5,0,3,0,0,2021,3,430.0
917,5,0,3,4,2,2021,3,44.0
919,5,0,1,1,2,2021,3,130.0
920,5,0,2,3,1,2021,5,0.020999999716878
921,5,0,2,3,1,2022,5,0.600000023841858
922,5,0,1,1,2,2022,3,19.0
924,5,0,3,4,2,2022,3,44.0
925,5,0,3,0,0,2022,3,690.0
926,5,0,1,4,0,2022,3,7000.0
927,5,0,1,4,3,2022,3,3100.0
929,5,0,1,0,0,2022,3,190.0
930,5,0,2,0,1,2022,5,6.09999990463257
931,5,0,4,0,1,2022,5,0.97000002861023
932,5,0,4,3,1,2022,5,0.032000001519919
933,5,0,4,1,1,2022,5,1.70000004768372
934,5,0,2,1,1,2022,5,9.5
935,5,0,2,4,1,2022,5,5.09999990463257
936,5,0,0,2,4,2022,4,3900.0
939,5,0,3,3,0,2022,3,780.0
940,5,0,3,1,2,2022,3,300.0
941,5,0,1,3,0,2022,3,830.0
943,5,0,1,3,2,2022,3,18.0
944,5,0,1,3,2,2023,3,18.0
945,5,0,3,3,2,2023,3,8.0
947,5,0,1,3,0,2023,3,2000.0
948,5,0,3,1,2,2023,3,320.0
949,5,0,3,3,0,2023,3,2400.0
951,5,0,0,2,4,2023,4,4800.0
953,5,0,2,4,1,2023,5,5.5
954,5,0,2,1,1,2023,5,13.0
955,5,0,4,1,1,2023,5,2.29999995231628
956,5,0,4,3,1,2023,5,0.100000001490116
957,5,0,4,0,1,2023,5,2.40000009536743
958,5,0,2,0,1,2023,5,23.0
959,5,0,1,0,0,2023,3,790.0
961,5,0,1,4,3,2023,3,4100.0
962,5,0,1,4,0,2023,3,9100.0
963,5,0,3,0,0,2023,3,1600.0
964,5,0,3,4,2,2023,3,9.0
966,5,0,1,1,2,2023,3,13.0
967,5,0,2,3,1,2023,5,1.29999995231628
968,6,0,2,1,1,2011,5,0.002400000113994
969,6,0,4,1,1,2011,5,0.000220000001718
970,6,0,0,2,4,2011,4,1.0
971,6,0,0,2,5,2011,4,1.0
972,6,0,3,1,0,2011,3,6.0
973,6,0,1,1,0,2011,3,6.0
974,6,0,1,1,0,2012,3,5.0
975,6,0,3,1,0,2012,3,11.0
976,6,0,0,2,4,2012,4,4.0
977,6,0,0,2,5,2012,4,6.0
978,6,0,4,1,1,2012,5,0.000380000012228
979,6,0,2,1,1,2012,5,0.002000000094995
980,6,0,2,1,1,2013,5,0.001900000032038
981,6,0,4,1,1,2013,5,0.000509999983478
982,6,0,0,2,4,2013,4,5.0
983,6,0,0,2,5,2013,4,8.0
984,6,0,3,1,0,2013,3,16.0
985,6,0,1,1,0,2013,3,5.0
986,6,0,1,1,0,2014,3,3.0
987,6,0,3,1,0,2014,3,19.0
988,6,0,0,2,4,2014,4,5.0
989,6,0,0,2,5,2014,4,13.0
990,6,0,1,1,3,2014,3,14.0
991,6,0,3,1,3,2014,3,14.0
992,6,0,4,1,1,2014,5,0.001000000047497
993,6,0,2,1,1,2014,5,0.007100000046194
994,6,0,2,1,1,2015,5,0.017000000923872
995,6,0,4,1,1,2015,5,0.002099999925122
996,6,0,3,1,3,2015,3,37.0
997,6,0,1,1,3,2015,3,23.0
998,6,0,0,2,4,2015,4,5.0
999,6,0,0,2,5,2015,4,22.0
1000,6,0,3,1,0,2015,3,32.0
1001,6,0,1,1,0,2015,3,10.0
1002,6,0,1,1,0,2016,3,18.0
1003,6,0,3,1,0,2016,3,54.0
1004,6,0,0,2,4,2016,4,5.0
1005,6,0,0,2,5,2016,4,22.0
1006,6,0,1,1,3,2016,3,9.0
1007,6,0,3,1,3,2016,3,46.0
1008,6,0,4,1,1,2016,5,0.00289999996312
1009,6,0,2,1,1,2016,5,0.013000000268221
1010,6,0,2,1,1,2017,5,0.061000000685454
1011,6,0,4,1,1,2017,5,0.00650000013411
1012,6,0,3,1,3,2017,3,61.0
1013,6,0,1,1,3,2017,3,15.0
1014,6,0,0,2,4,2017,4,6.0
1015,6,0,0,2,5,2017,4,35.0
1016,6,0,3,1,0,2017,3,170.0
1017,6,0,1,1,0,2017,3,120.0
1018,6,0,1,1,0,2018,3,100.0
1019,6,0,0,2,4,2018,4,8.0
1020,6,0,0,2,5,2018,4,61.0
1021,6,0,1,1,3,2018,3,68.0
1022,6,0,3,1,0,2018,3,280.0
1023,6,0,3,1,3,2018,3,130.0
1024,6,0,4,1,1,2018,5,0.010999999940395
1025,6,0,2,1,1,2018,5,0.070000000298023
1026,6,0,2,1,1,2019,5,0.140000000596046
1027,6,0,4,1,1,2019,5,0.017000000923872
1028,6,0,3,1,3,2019,3,210.0
1029,6,0,3,1,0,2019,3,440.0
1030,6,0,1,1,3,2019,3,140.0
1031,6,0,0,2,4,2019,4,42.0
1032,6,0,0,2,5,2019,4,130.0
1033,6,0,1,1,0,2019,3,160.0
1034,6,0,1,1,0,2020,3,110.0
1035,6,0,0,2,4,2020,4,99.0
1036,6,0,0,2,5,2020,4,240.0
1037,6,0,1,1,3,2020,3,79.0
1038,6,0,3,1,0,2020,3,550.0
1039,6,0,3,1,3,2020,3,290.0
1040,6,0,4,1,1,2020,5,0.021999999880791
1041,6,0,2,1,1,2020,5,0.159999996423721
1042,6,0,2,1,1,2021,5,0.189999997615814
1043,6,0,4,1,1,2021,5,0.035000000149012
1044,6,0,3,1,3,2021,3,590.0
1045,6,0,3,1,0,2021,3,820.0
1046,6,0,1,1,3,2021,3,300.0
1047,6,0,1,1,2,2021,3,1.0
1048,6,0,0,2,4,2021,4,120.0
1049,6,0,0,2,5,2021,4,360.0
1050,6,0,3,1,2,2021,3,1.0
1051,6,0,1,1,0,2021,3,270.0
1052,6,0,1,1,0,2022,3,880.0
1053,6,0,3,1,2,2022,3,2.0
1054,6,0,0,2,4,2022,4,220.0
1055,6,0,0,2,5,2022,4,440.0
1056,6,0,1,1,2,2022,3,1.0
1057,6,0,1,1,3,2022,3,620.0
1058,6,0,3,1,0,2022,3,1700.0
1059,6,0,3,1,3,2022,3,1200.0
1060,6,0,4,1,1,2022,5,0.068000003695488
1061,6,0,2,1,1,2022,5,0.5
1062,6,0,2,1,1,2023,5,0.310000002384186
1063,6,0,4,1,1,2023,5,0.086999997496605
1064,6,0,0,2,4,2023,4,330.0
1065,6,0,0,2,5,2023,4,740.0
1066,6,0,3,1,3,2023,3,1800.0
1067,6,0,3,1,0,2023,3,2100.0
1068,6,0,1,1,3,2023,3,510.0
1069,6,0,3,1,2,2023,3,2.0
1070,6,0,1,1,0,2023,3,410.0
1071,7,0,5,0,1,2010,0,150.0
1072,7,0,5,4,1,2010,0,3.0
1073,7,0,5,1,1,2010,0,46.0
1074,7,0,1,1,0,2010,3,1100.0
1075,7,0,1,4,0,2010,3,120.0
1076,7,0,3,4,0,2010,3,400.0
1077,7,0,1,0,0,2010,3,970.0
1078,7,0,3,0,0,2010,3,1900.0
1079,7,0,2,0,1,2010,5,0.189999997615814
1080,7,0,3,1,0,2010,3,1600.0
1081,7,0,1,1,3,2010,3,340.0
1082,7,0,3,1,3,2010,3,340.0
1083,7,0,3,3,0,2010,3,16.0
1084,7,0,4,0,1,2010,5,0.054999999701977
1085,7,0,2,4,1,2010,5,0.009999999776483
1086,7,0,4,4,1,2010,5,0.005499999970198
1087,7,0,2,1,1,2010,5,0.009999999776483
1088,7,0,4,1,1,2010,5,0.003100000089034
1089,7,0,4,3,1,2010,5,0.000110000000859
1090,7,0,6,0,1,2010,1,0.000230000005104
1091,7,0,6,4,1,2010,1,9.99999974737875e-06
1092,7,0,6,1,1,2010,1,2.90000007225899e-05
1093,7,0,7,0,1,2010,2,14.0
1094,7,0,7,4,1,2010,2,0.620000004768372
1095,7,0,7,1,1,2010,2,1.70000004768372
1096,7,0,6,0,1,2011,1,0.000239999993937
1097,7,0,6,4,1,2011,1,1.29999998534913e-05
1098,7,0,6,1,1,2011,1,0.000110000000859
1099,7,0,7,0,1,2011,2,15.0
1100,7,0,7,4,1,2011,2,0.810000002384186
1101,7,0,7,1,1,2011,2,6.69999980926514
1102,7,0,4,3,1,2011,5,0.000769999984186
1103,7,0,4,1,1,2011,5,0.009200000204146
1104,7,0,2,1,1,2011,5,0.034000001847744
1105,7,0,4,4,1,2011,5,0.008899999782443
1106,7,0,2,4,1,2011,5,0.016000000759959
1107,7,0,4,0,1,2011,5,0.119999997317791
1108,7,0,2,0,1,2011,5,0.529999971389771
1109,7,0,3,3,0,2011,3,120.0
1110,7,0,3,1,3,2011,3,660.0
1111,7,0,1,1,3,2011,3,320.0
1112,7,0,3,1,0,2011,3,6300.0
1113,7,0,3,0,0,2011,3,4100.0
1114,7,0,1,0,3,2011,3,160.0
1115,7,0,1,0,0,2011,3,440.0
1116,7,0,3,4,0,2011,3,700.0
1117,7,0,1,4,0,2011,3,150.0
1118,7,0,3,0,3,2011,3,160.0
1119,7,0,1,1,0,2011,3,4800.0
1120,7,0,5,0,1,2011,0,110.0
1121,7,0,5,4,1,2011,0,2.5
1122,7,0,5,1,1,2011,0,120.0
1123,7,0,5,0,1,2012,0,140.0
1124,7,0,5,4,1,2012,0,4.0
1125,7,0,5,1,1,2012,0,230.0
1126,7,0,1,1,0,2012,3,9600.0
1127,7,0,3,0,3,2012,3,680.0
1128,7,0,1,4,0,2012,3,670.0
1129,7,0,3,4,0,2012,3,1200.0
1130,7,0,1,0,0,2012,3,1400.0
1131,7,0,1,0,3,2012,3,510.0
1132,7,0,3,0,0,2012,3,5900.0
1134,7,0,1,1,3,2012,3,260.0
1135,7,0,3,1,3,2012,3,920.0
1136,7,0,3,3,0,2012,3,540.0
1137,7,0,2,0,1,2012,5,1.29999995231628
1138,7,0,4,0,1,2012,5,0.189999997615814
1139,7,0,2,4,1,2012,5,0.072999998927116
1140,7,0,4,4,1,2012,5,0.014000000432134
1141,7,0,2,1,1,2012,5,0.072999998927116
1142,7,0,4,1,1,2012,5,0.018999999389052
1143,7,0,4,3,1,2012,5,0.003199999919161
1144,7,0,6,0,1,2012,1,0.000399999989895
1145,7,0,6,4,1,2012,1,2.99999992421362e-05
1146,7,0,6,1,1,2012,1,0.000269999989541
1147,7,0,7,0,1,2012,2,24.0
1148,7,0,7,4,1,2012,2,1.79999995231628
1149,7,0,7,1,1,2012,2,16.0
1150,7,0,6,0,1,2013,1,0.000609999988228
1151,7,0,6,4,1,2013,1,4.70000013592653e-05
1152,7,0,6,1,1,2013,1,0.00054999999702
1153,7,0,7,0,1,2013,2,37.0
1154,7,0,7,4,1,2013,2,2.79999995231628
1155,7,0,7,1,1,2013,2,33.0
1156,7,0,4,3,1,2013,5,0.00760000012815
1157,7,0,4,1,1,2013,5,0.030999999493361
1158,7,0,2,1,1,2013,5,0.094999998807907
1159,7,0,4,4,1,2013,5,0.019999999552965
1160,7,0,2,4,1,2013,5,0.07599999755621
1161,7,0,4,0,1,2013,5,0.28999999165535
1162,7,0,2,0,1,2013,5,2.59999990463257
1163,7,0,3,3,0,2013,3,1400.0
1164,7,0,3,1,3,2013,3,1600.0
1165,7,0,1,1,3,2013,3,730.0
1167,7,0,3,0,0,2013,3,7600.0
1168,7,0,1,0,3,2013,3,1800.0
1169,7,0,1,0,0,2013,3,2000.0
1170,7,0,3,4,0,2013,3,1800.0
1171,7,0,1,4,0,2013,3,750.0
1172,7,0,3,0,3,2013,3,2400.0
1174,7,0,5,0,1,2013,0,220.0
1175,7,0,5,4,1,2013,0,6.0
1176,7,0,5,1,1,2013,0,470.0
1177,7,0,5,0,1,2014,0,460.0
1178,7,0,5,4,1,2014,0,8.0
1179,7,0,5,1,1,2014,0,660.0
1181,7,0,3,0,3,2014,3,8400.0
1182,7,0,1,0,3,2014,3,6000.0
1183,7,0,1,4,0,2014,3,480.0
1184,7,0,3,4,0,2014,3,2500.0
1185,7,0,1,0,0,2014,3,4000.0
1187,7,0,0,2,4,2014,4,9000.0
1192,7,0,3,3,0,2014,3,1700.0
1193,7,0,2,0,1,2014,5,8.0
1194,7,0,4,0,1,2014,5,0.889999985694885
1195,7,0,2,4,1,2014,5,0.045000001788139
1196,7,0,4,4,1,2014,5,0.025000000372529
1197,7,0,2,1,1,2014,5,0.400000005960465
1198,7,0,4,1,1,2014,5,0.070000000298023
1199,7,0,4,3,1,2014,5,0.00870000012219
1200,7,0,6,0,1,2014,1,0.00109999999404
1201,7,0,6,4,1,2014,1,5.40000000910368e-05
1202,7,0,6,1,1,2014,1,0.001300000003539
1203,7,0,7,0,1,2014,2,63.0
1204,7,0,7,4,1,2014,2,3.20000004768372
1205,7,0,7,1,1,2014,2,81.0
1206,7,0,6,0,1,2015,1,0.005499999970198
1207,7,0,6,3,1,2015,1,0.002000000094995
1208,7,0,6,4,1,2015,1,0.00044999999227
1209,7,0,6,1,1,2015,1,0.004100000020117
1210,7,0,7,0,1,2015,2,330.0
1211,7,0,7,3,1,2015,2,120.0
1212,7,0,7,4,1,2015,2,27.0
1213,7,0,7,1,1,2015,2,240.0
1214,7,0,4,3,1,2015,5,0.08500000089407
1215,7,0,4,1,1,2015,5,0.209999993443489
1216,7,0,2,3,1,2015,5,1.5
1217,7,0,2,1,1,2015,5,1.0
1218,7,0,4,4,1,2015,5,0.140000000596046
1219,7,0,2,4,1,2015,5,1.39999997615814
1220,7,0,4,0,1,2015,5,3.59999990463257
1221,7,0,2,0,1,2015,5,38.0
1227,7,0,0,2,4,2015,4,12000.0
1233,7,0,1,0,3,2015,3,13000.0
1236,7,0,3,4,3,2015,3,17.0
1237,7,0,5,0,1,2015,0,3400.0
1238,7,0,5,3,1,2015,0,910.0
1239,7,0,5,4,1,2015,0,93.0
1240,7,0,5,1,1,2015,0,1600.0
1241,7,0,5,0,1,2016,0,6300.0
1242,7,0,5,3,1,2016,0,2800.0
1243,7,0,5,4,1,2016,0,120.0
1244,7,0,5,1,1,2016,0,2400.0
1245,7,0,3,4,3,2016,3,17.0
1248,7,0,1,0,3,2016,3,7600.0
1249,7,0,1,4,0,2016,3,11000.0
1253,7,0,3,0,2,2016,3,1.0
1261,7,0,2,0,1,2016,5,53.0
1262,7,0,4,0,1,2016,5,6.59999990463257
1263,7,0,2,4,1,2016,5,0.879999995231628
1264,7,0,4,4,1,2016,5,0.469999998807907
1265,7,0,2,1,1,2016,5,1.5
1266,7,0,2,3,1,2016,5,3.20000004768372
1267,7,0,4,1,1,2016,5,0.389999985694885
1268,7,0,4,3,1,2016,5,0.300000011920929
1269,7,0,6,0,1,2016,1,0.010999999940395
1270,7,0,6,3,1,2016,1,0.006899999920279
1271,7,0,6,4,1,2016,1,0.000639999983832
1272,7,0,6,1,1,2016,1,0.008200000040233
1273,7,0,7,0,1,2016,2,670.0
1274,7,0,7,3,1,2016,2,410.0
1275,7,0,7,4,1,2016,2,38.0
1276,7,0,7,1,1,2016,2,490.0
1277,7,0,6,0,1,2017,1,0.023000000044704
1278,7,0,6,3,1,2017,1,0.012000000104308
1279,7,0,6,4,1,2017,1,0.003199999919161
1280,7,0,6,1,1,2017,1,0.014999999664724
1281,7,0,7,0,1,2017,2,1300.0
1282,7,0,7,3,1,2017,2,730.0
1283,7,0,7,4,1,2017,2,190.0
1284,7,0,7,1,1,2017,2,920.0
1285,7,0,4,3,1,2017,5,0.589999973773956
1286,7,0,4,1,1,2017,5,0.660000026226044
1287,7,0,2,3,1,2017,5,3.70000004768372
1288,7,0,2,1,1,2017,5,2.40000009536743
1289,7,0,4,4,1,2017,5,0.97000002861023
1290,7,0,2,4,1,2017,5,4.90000009536743
1291,7,0,4,0,1,2017,5,9.39999961853027
1292,7,0,2,0,1,2017,5,60.0
1294,7,0,3,3,2,2017,3,1.0
1302,7,0,3,0,2,2017,3,340.0
1304,7,0,1,0,2,2017,3,380.0
1308,7,0,1,0,3,2017,3,240.0
1310,7,0,3,4,3,2017,3,17.0
1311,7,0,5,0,1,2017,0,11000.0
1312,7,0,5,3,1,2017,0,4200.0
1313,7,0,5,4,1,2017,0,540.0
1314,7,0,5,1,1,2017,0,3400.0
1316,7,0,5,3,1,2018,0,5400.0
1317,7,0,5,4,1,2018,0,490.0
1318,7,0,5,1,1,2018,0,6200.0
1319,7,0,3,4,3,2018,3,17.0
1321,7,0,1,0,3,2018,3,1200.0
1325,7,0,1,0,2,2018,3,890.0
1327,7,0,3,0,2,2018,3,1200.0
1335,7,0,3,3,2,2018,3,400.0
1337,7,0,1,3,2,2018,3,400.0
1338,7,0,2,0,1,2018,5,64.0
1339,7,0,4,0,1,2018,5,12.0
1340,7,0,2,4,1,2018,5,3.5
1341,7,0,4,4,1,2018,5,1.5
1342,7,0,2,1,1,2018,5,4.69999980926514
1343,7,0,2,3,1,2018,5,1.89999997615814
1344,7,0,4,1,1,2018,5,1.10000002384186
1345,7,0,4,3,1,2018,5,0.709999978542328
1346,7,0,6,0,1,2018,1,0.030999999493361
1347,7,0,6,3,1,2018,1,0.016000000759959
1348,7,0,6,4,1,2018,1,0.00289999996312
1349,7,0,6,1,1,2018,1,0.029999999329448
1350,7,0,7,0,1,2018,2,1900.0
1351,7,0,7,3,1,2018,2,950.0
1352,7,0,7,4,1,2018,2,170.0
1353,7,0,7,1,1,2018,2,1800.0
1354,7,0,6,0,1,2019,1,0.032000001519919
1355,7,0,6,3,1,2019,1,0.014999999664724
1356,7,0,6,4,1,2019,1,0.003100000089034
1357,7,0,6,1,1,2019,1,0.043000001460314
1358,7,0,7,0,1,2019,2,1900.0
1359,7,0,7,3,1,2019,2,880.0
1360,7,0,7,4,1,2019,2,190.0
1361,7,0,7,1,1,2019,2,2600.0
1362,7,0,4,3,1,2019,5,0.759999990463257
1363,7,0,4,1,1,2019,5,1.5
1364,7,0,2,3,1,2019,5,1.20000004768372
1365,7,0,2,1,1,2019,5,5.0
1366,7,0,4,4,1,2019,5,1.70000004768372
1367,7,0,2,4,1,2019,5,1.60000002384186
1368,7,0,4,0,1,2019,5,15.0
1369,7,0,2,0,1,2019,5,61.0
